# Wiggle track definition can be all on one line or split with '\'
# track type=wiggle_0

# name and description
# name="polyA mRNA" description="mixed-stage polyA tiling array"

# This will use a heat-map style glyph.  The other alternative is
# visibility=full for an xyplot
# visibility=pack

# Foreground and background colors in R,G,B format, where R, G and B can be 0-255
# color=255,255,255 altColor=0,0,0

# Smoothing options for display
# windowingFunction=mean smoothingWindow=16

# This line begins the data, there should be one for each chromosome
# variableStep chrom=I span=25
track type=wiggle_0 name="polyA mRNA" description="mixed-stage polyA tiling array" color=255,255,255 altColor=0,0,0 windowingFunction=mean smoothingWindow=16
variableStep chrom=I span=25
480	0
520	59
547	0
571	110
601	159
716	189
833	168
859	40
885	0
935	0
957	74
986	0
1061	0
1092	0
1120	88
1144	5
1198	0
1247	0
1273	0
1296	0
1348	0
1373	0
1396	51
1423	78
1450	0
1495	38
1520	34
1550	0
1590	0
1618	0
1769	0
1794	0
1874	80
1903	87
1957	65
1983	16
2009	0
2034	0
3054	53
3075	107
3122	106
3677	68
3705	89
3727	0
3758	0
3786	166
3811	200
3836	191
3861	183
3889	125
3912	85
3933	147
3963	0
3989	86
4015	0
4059	0
4084	77
4112	38
4135	43
4161	103
4184	109
4213	100
4242	142
4268	170
4293	132
4318	207
4343	186
4366	73
4418	0
4790	0
4821	0
4894	108
4921	0
4944	19
4969	48
4998	84
5053	52
5078	0
5120	90
5146	0
5206	60
5236	153
5266	191
5290	190
5365	84
5388	125
5458	0
5480	0
5524	84
5598	16
5624	28
5646	91
5738	24
5788	41
5810	0
5842	0
5880	0
5917	0
5960	64
6004	0
6032	80
6055	64
6080	195
6105	191
6131	181
6156	141
6185	193
6206	128
6227	155
6253	155
6280	170
6310	197
6333	105
6751	129
6916	0
6938	43
6964	45
6986	0
7010	0
7039	0
7060	84
7100	72
7122	74
7148	0
7279	0
7406	99
7456	76
7483	0
7504	0
7534	77
7559	98
7590	0
7616	0
7642	64
7670	93
7695	0
7718	0
7744	84
7770	0
7828	70
7857	40
7887	5
7913	114
7939	59
7965	86
7995	66
8022	93
8048	0
8080	0
8106	118
8130	88
8155	0
8181	0
8202	111
8231	0
8258	41
8284	86
8310	78
8334	57
8377	0
8404	51
8429	73
8457	75
8487	0
8518	0
8559	0
8585	0
8611	68
8636	0
8657	0
8681	59
8703	134
8729	24
8756	72
8781	69
8809	24
8892	69
8918	24
8945	138
8967	71
9002	70
9033	0
9082	0
9105	66
9132	75
9171	94
9319	82
9342	0
9370	88
9397	94
9421	108
9533	75
9708	0
9733	60
9759	141
9782	122
9806	154
9827	0
9852	146
9877	0
9928	0
9962	0
10061	0
10088	123
10114	0
10139	111
10165	180
10191	122
10217	151
10242	38
10267	34
10297	0
10319	91
10347	74
10368	0
10588	0
10611	13
10632	55
10662	0
10688	72
10714	0
10740	0
10767	0
11035	0
11059	0
11084	53
11109	0
11132	61
11173	0
11200	77
11226	0
11247	0
11278	73
11308	0
11333	81
11360	59
11389	42
11411	85
11439	42
11469	0
11497	171
11523	155
11549	199
11575	83
11628	0
11653	210
11682	223
11703	0
11901	0
11928	0
12203	0
12230	43
12255	96
12309	106
12502	41
12523	0
12563	73
12594	107
12619	0
12645	0
12672	0
12698	55
12719	0
12742	89
12764	53
12788	0
12814	83
12837	45
12863	99
12888	16
12914	0
13045	0
13071	68
13096	130
13126	0
13155	0
13180	77
13205	45
13231	62
13257	0
13283	112
13308	0
13334	41
13361	80
13385	64
13432	34
13458	51
13617	28
13660	58
13682	50
13735	0
13785	96
13853	0
13880	0
13906	169
13932	92
13961	0
14406	0
14432	51
14455	51
14484	9
14511	0
14536	90
14559	0
14581	86
14609	13
14634	0
14921	0
14945	71
14969	217
14996	186
15022	199
15048	234
15071	230
15096	232
15119	224
15146	232
15172	0
15206	120
15230	102
15256	0
15305	0
15350	30
15375	0
15406	82
15431	67
15453	60
15483	72
15512	0
15911	0
15942	83
15988	75
16104	61
16132	0
16156	105
16231	70
16257	100
16315	68
16344	0
16384	76
16406	0
16433	61
16455	82
16481	127
16507	220
16538	219
16569	226
16598	208
16627	199
16657	220
16678	146
16772	69
16794	191
16820	161
16846	158
16873	0
16895	24
16924	73
16948	83
16981	0
17007	0
17037	0
17061	95
17088	0
17114	0
17139	59
17223	103
17248	0
17443	16
17465	0
17515	99
17543	113
17569	118
17596	155
17623	143
17652	150
17682	185
17705	134
17734	162
17759	148
17786	171
17811	213
17882	146
17914	174
17944	174
17970	0
18010	0
18036	163
18058	159
18084	176
18111	193
18133	0
18154	61
18185	19
18208	0
18234	0
18255	0
18296	0
18327	86
18357	51
18381	0
18411	70
18439	0
18469	0
18518	0
18540	59
18577	0
18600	86
18621	0
18649	38
18679	0
18747	73
18769	16
18813	0
18836	42
18966	0
19013	0
19042	162
19065	168
19088	178
19115	177
19140	189
19166	168
19190	188
19211	198
19239	208
19265	0
19331	22
19357	163
19385	128
19411	54
19432	56
19493	16
19521	13
19579	48
19603	0
19639	0
19670	0
19704	0
19726	55
19861	0
19951	0
19972	0
20002	30
20046	64
20105	103
20137	0
20160	22
20182	0
20210	0
20244	0
20267	111
20292	134
20319	165
20343	121
20370	173
20396	145
20421	176
20449	145
20480	183
20504	0
20563	0
20804	0
20864	0
20886	147
20911	168
20936	189
20962	90
20983	26
21008	0
21036	129
21062	153
21086	173
21116	160
21142	195
21208	0
21299	77
21429	78
21454	0
21497	0
21523	122
21546	109
21572	0
21601	9
21627	78
21650	0
21680	134
21701	0
21727	0
21970	0
21996	24
22025	66
22047	45
22214	0
22235	0
22266	0
22292	48
22313	83
22338	60
22419	54
22445	48
22472	0
22497	0
22571	0
22597	22
22622	46
22648	50
22676	45
22707	69
22728	0
22754	77
22775	95
22834	65
22942	194
22971	163
23002	132
23023	120
23049	127
23128	96
23177	39
23229	73
23279	131
23305	169
23358	207
23385	163
23414	183
23440	0
23466	147
23493	138
23519	162
23545	119
23569	150
23594	113
23623	111
23650	111
23676	154
23702	30
23733	134
23759	0
23785	0
23939	64
23965	9
24052	0
24078	0
24135	94
24166	0
24221	0
24247	0
24301	52
24357	0
24385	172
24490	122
24519	75
24573	0
24612	0
24658	40
24679	188
24701	193
24726	186
24753	174
24776	134
24804	183
24835	149
24928	0
24954	192
24980	177
25006	186
25036	171
25062	186
25089	124
25110	95
25137	45
25189	0
25211	69
25238	0
25265	0
25291	0
25316	189
25338	167
25363	186
25392	204
25418	180
25443	200
25468	192
25491	0
25525	0
25555	60
25645	0
25666	0
25692	0
25719	0
25740	32
25766	57
25789	56
25858	28
25894	67
25917	93
25941	0
25963	95
25994	69
26044	0
26072	0
26129	0
26155	0
26184	35
26207	0
26235	0
26256	0
26283	0
26304	63
26335	67
26359	108
26386	0
26412	146
26434	138
26460	140
26487	183
26514	193
26536	0
26583	0
26609	90
26633	167
26659	193
26685	141
26712	0
26737	66
26764	160
26786	139
26807	0
26838	0
26865	0
26902	59
26928	68
26954	87
26978	0
27002	61
27045	61
27066	0
27100	0
27129	45
