track type=wiggle_0 name="polyA" description="mixed-stage polyA tiling array" visibility=pack altColor=0,0,255 windowingFunction=mean smoothingWindow=16
I	456	480	0
I	496	520	59
I	523	547	0
I	547	571	110
I	577	601	159
I	692	716	189
I	809	833	168
I	835	859	40
I	861	885	0
I	911	935	0
I	933	957	74
I	962	986	0
I	1037	1061	0
I	1068	1092	0
I	1096	1120	88
I	1120	1144	5
I	1174	1198	0
I	1223	1247	0
I	1249	1273	0
I	1272	1296	0
I	1324	1348	0
I	1349	1373	0
I	1372	1396	51
I	1399	1423	78
I	1426	1450	0
I	1471	1495	38
I	1496	1520	34
I	1526	1550	0
I	1566	1590	0
I	1594	1618	0
I	1745	1769	0
I	1770	1794	0
I	1850	1874	80
I	1879	1903	87
I	1933	1957	65
I	1959	1983	16
I	1985	2009	0
I	2010	2034	0
I	3030	3054	53
I	3051	3075	107
I	3098	3122	106
I	3653	3677	68
I	3681	3705	89
I	3703	3727	0
I	3734	3758	0
I	3762	3786	166
I	3787	3811	200
I	3812	3836	191
I	3837	3861	183
I	3865	3889	125
I	3888	3912	85
I	3909	3933	147
I	3939	3963	0
I	3965	3989	86
I	3991	4015	0
I	4035	4059	0
I	4060	4084	77
I	4088	4112	38
I	4111	4135	43
I	4137	4161	103
I	4160	4184	109
I	4189	4213	100
I	4218	4242	142
I	4244	4268	170
I	4269	4293	132
I	4294	4318	207
I	4319	4343	186
I	4342	4366	73
I	4394	4418	0
I	4766	4790	0
I	4797	4821	0
I	4870	4894	108
I	4897	4921	0
I	4920	4944	19
I	4945	4969	48
I	4974	4998	84
I	5029	5053	52
I	5054	5078	0
I	5096	5120	90
I	5122	5146	0
I	5182	5206	60
I	5212	5236	153
I	5242	5266	191
I	5266	5290	190
I	5341	5365	84
I	5364	5388	125
I	5434	5458	0
I	5456	5480	0
I	5500	5524	84
I	5574	5598	16
I	5600	5624	28
I	5622	5646	91
I	5714	5738	24
I	5764	5788	41
I	5786	5810	0
I	5818	5842	0
I	5856	5880	0
I	5893	5917	0
I	5936	5960	64
I	5980	6004	0
I	6008	6032	80
I	6031	6055	64
I	6056	6080	195
I	6081	6105	191
I	6107	6131	181
I	6132	6156	141
I	6161	6185	193
I	6182	6206	128
I	6203	6227	155
I	6229	6253	155
I	6256	6280	170
I	6286	6310	197
I	6309	6333	105
I	6727	6751	129
I	6892	6916	0
I	6914	6938	43
I	6940	6964	45
I	6962	6986	0
I	6986	7010	0
I	7015	7039	0
I	7036	7060	84
I	7076	7100	72
I	7098	7122	74
I	7124	7148	0
I	7255	7279	0
I	7382	7406	99
I	7432	7456	76
I	7459	7483	0
I	7480	7504	0
I	7510	7534	77
I	7535	7559	98
I	7566	7590	0
I	7592	7616	0
I	7618	7642	64
I	7646	7670	93
I	7671	7695	0
I	7694	7718	0
I	7720	7744	84
I	7746	7770	0
I	7804	7828	70
I	7833	7857	40
I	7863	7887	5
I	7889	7913	114
I	7915	7939	59
I	7941	7965	86
I	7971	7995	66
I	7998	8022	93
I	8024	8048	0
I	8056	8080	0
I	8082	8106	118
I	8106	8130	88
I	8131	8155	0
I	8157	8181	0
I	8178	8202	111
I	8207	8231	0
I	8234	8258	41
I	8260	8284	86
I	8286	8310	78
I	8310	8334	57
I	8353	8377	0
I	8380	8404	51
I	8405	8429	73
I	8433	8457	75
I	8463	8487	0
I	8494	8518	0
I	8535	8559	0
I	8561	8585	0
I	8587	8611	68
I	8612	8636	0
I	8633	8657	0
I	8657	8681	59
I	8679	8703	134
I	8705	8729	24
I	8732	8756	72
I	8757	8781	69
I	8785	8809	24
I	8868	8892	69
I	8894	8918	24
I	8921	8945	138
I	8943	8967	71
I	8978	9002	70
I	9009	9033	0
I	9058	9082	0
I	9081	9105	66
I	9108	9132	75
I	9147	9171	94
I	9295	9319	82
I	9318	9342	0
I	9346	9370	88
I	9373	9397	94
I	9397	9421	108
I	9509	9533	75
I	9684	9708	0
I	9709	9733	60
I	9735	9759	141
I	9758	9782	122
I	9782	9806	154
I	9803	9827	0
I	9828	9852	146
I	9853	9877	0
I	9904	9928	0
I	9938	9962	0
I	10037	10061	0
I	10064	10088	123
I	10090	10114	0
I	10115	10139	111
I	10141	10165	180
I	10167	10191	122
I	10193	10217	151
I	10218	10242	38
I	10243	10267	34
I	10273	10297	0
I	10295	10319	91
I	10323	10347	74
I	10344	10368	0
I	10564	10588	0
I	10587	10611	13
I	10608	10632	55
I	10638	10662	0
I	10664	10688	72
I	10690	10714	0
I	10716	10740	0
I	10743	10767	0
I	11011	11035	0
I	11035	11059	0
I	11060	11084	53
I	11085	11109	0
I	11108	11132	61
I	11149	11173	0
I	11176	11200	77
I	11202	11226	0
I	11223	11247	0
I	11254	11278	73
I	11284	11308	0
I	11309	11333	81
I	11336	11360	59
I	11365	11389	42
I	11387	11411	85
I	11415	11439	42
I	11445	11469	0
I	11473	11497	171
I	11499	11523	155
I	11525	11549	199
I	11551	11575	83
I	11604	11628	0
I	11629	11653	210
I	11658	11682	223
I	11679	11703	0
I	11877	11901	0
I	11904	11928	0
I	12179	12203	0
I	12206	12230	43
I	12231	12255	96
I	12285	12309	106
I	12478	12502	41
I	12499	12523	0
I	12539	12563	73
I	12570	12594	107
I	12595	12619	0
I	12621	12645	0
I	12648	12672	0
I	12674	12698	55
I	12695	12719	0
I	12718	12742	89
I	12740	12764	53
I	12764	12788	0
I	12790	12814	83
I	12813	12837	45
I	12839	12863	99
I	12864	12888	16
I	12890	12914	0
I	13021	13045	0
I	13047	13071	68
I	13072	13096	130
I	13102	13126	0
I	13131	13155	0
I	13156	13180	77
I	13181	13205	45
I	13207	13231	62
I	13233	13257	0
I	13259	13283	112
I	13284	13308	0
I	13310	13334	41
I	13337	13361	80
I	13361	13385	64
I	13408	13432	34
I	13434	13458	51
I	13593	13617	28
I	13636	13660	58
I	13658	13682	50
I	13711	13735	0
I	13761	13785	96
I	13829	13853	0
I	13856	13880	0
I	13882	13906	169
I	13908	13932	92
I	13937	13961	0
I	14382	14406	0
I	14408	14432	51
I	14431	14455	51
I	14460	14484	9
I	14487	14511	0
I	14512	14536	90
I	14535	14559	0
I	14557	14581	86
I	14585	14609	13
I	14610	14634	0
I	14897	14921	0
I	14921	14945	71
I	14945	14969	217
I	14972	14996	186
I	14998	15022	199
I	15024	15048	234
I	15047	15071	230
I	15072	15096	232
I	15095	15119	224
I	15122	15146	232
I	15148	15172	0
I	15182	15206	120
I	15206	15230	102
I	15232	15256	0
I	15281	15305	0
I	15326	15350	30
I	15351	15375	0
I	15382	15406	82
I	15407	15431	67
I	15429	15453	60
I	15459	15483	72
I	15488	15512	0
I	15887	15911	0
I	15918	15942	83
I	15964	15988	75
I	16080	16104	61
I	16108	16132	0
I	16132	16156	105
I	16207	16231	70
I	16233	16257	100
I	16291	16315	68
I	16320	16344	0
I	16360	16384	76
I	16382	16406	0
I	16409	16433	61
I	16431	16455	82
I	16457	16481	127
I	16483	16507	220
I	16514	16538	219
I	16545	16569	226
I	16574	16598	208
I	16603	16627	199
I	16633	16657	220
I	16654	16678	146
I	16748	16772	69
I	16770	16794	191
I	16796	16820	161
I	16822	16846	158
I	16849	16873	0
I	16871	16895	24
I	16900	16924	73
I	16924	16948	83
I	16957	16981	0
I	16983	17007	0
I	17013	17037	0
I	17037	17061	95
I	17064	17088	0
I	17090	17114	0
I	17115	17139	59
I	17199	17223	103
I	17224	17248	0
I	17419	17443	16
I	17441	17465	0
I	17491	17515	99
I	17519	17543	113
I	17545	17569	118
I	17572	17596	155
I	17599	17623	143
I	17628	17652	150
I	17658	17682	185
I	17681	17705	134
I	17710	17734	162
I	17735	17759	148
I	17762	17786	171
I	17787	17811	213
I	17858	17882	146
I	17890	17914	174
I	17920	17944	174
I	17946	17970	0
I	17986	18010	0
I	18012	18036	163
I	18034	18058	159
I	18060	18084	176
I	18087	18111	193
I	18109	18133	0
I	18130	18154	61
I	18161	18185	19
I	18184	18208	0
I	18210	18234	0
I	18231	18255	0
I	18272	18296	0
I	18303	18327	86
I	18333	18357	51
I	18357	18381	0
I	18387	18411	70
I	18415	18439	0
I	18445	18469	0
I	18494	18518	0
I	18516	18540	59
I	18553	18577	0
I	18576	18600	86
I	18597	18621	0
I	18625	18649	38
I	18655	18679	0
I	18723	18747	73
I	18745	18769	16
I	18789	18813	0
I	18812	18836	42
I	18942	18966	0
I	18989	19013	0
I	19018	19042	162
I	19041	19065	168
I	19064	19088	178
I	19091	19115	177
I	19116	19140	189
I	19142	19166	168
I	19166	19190	188
I	19187	19211	198
I	19215	19239	208
I	19241	19265	0
I	19307	19331	22
I	19333	19357	163
I	19361	19385	128
I	19387	19411	54
I	19408	19432	56
I	19469	19493	16
I	19497	19521	13
I	19555	19579	48
I	19579	19603	0
I	19615	19639	0
I	19646	19670	0
I	19680	19704	0
I	19702	19726	55
I	19837	19861	0
I	19927	19951	0
I	19948	19972	0
I	19978	20002	30
I	20022	20046	64
I	20081	20105	103
I	20113	20137	0
I	20136	20160	22
I	20158	20182	0
I	20186	20210	0
I	20220	20244	0
I	20243	20267	111
I	20268	20292	134
I	20295	20319	165
I	20319	20343	121
I	20346	20370	173
I	20372	20396	145
I	20397	20421	176
I	20425	20449	145
I	20456	20480	183
I	20480	20504	0
I	20539	20563	0
I	20780	20804	0
I	20840	20864	0
I	20862	20886	147
I	20887	20911	168
I	20912	20936	189
I	20938	20962	90
I	20959	20983	26
I	20984	21008	0
I	21012	21036	129
I	21038	21062	153
