track type=wiggle_0 description="span:25"
variableStep chrom=2L
1757	-32.5
1773	69.75
1796	-62.25
1808	-8.5
1836	35
1847	117.25
1849	254.25
1857	253
1870	5.25
1882	-7.25
1914	-217.25
1915	167.25
1916	103.25
1917	281.5
1918	277.25
1923	619.5
2030	-1424
2069	50
4971	-32.5
4987	69.75
5010	-62.25
5022	-8.5
5050	35
5061	117.25
5063	254.25
5071	253
5084	5.25
5096	-7.25
5128	-217.25
5129	167.25
5130	103.25
5131	281.5
5132	277.25
5137	619.5
5244	-1424
5283	50
7972	-32.5
7988	69.75
8011	-62.25
8023	-8.5
8051	35
8062	117.25
8064	254.25
8072	253
8085	5.25
8097	-7.25
8130	-217.25
8131	167.25
8132	103.25
8133	281.5
8134	277.25
8139	619.5
8246	1829.25
8253	909.75
8285	50
12688	27
12726	84.75
12759	135.5
12760	236
12768	205.5
12803	-158
12842	28.25
12877	-52.5
12921	29.25
16280	-66.75
16281	-5.75
16306	-32.5
16322	69.75
16345	-62.25
16357	-8.5
16385	35
16396	117.25
16398	254.25
16406	253
16419	5.25
16431	-7.25
16463	-217.25
16464	167.25
16465	103.25
16466	281.5
16467	277.25
16472	619.5
16579	-1424
16618	50
19422	-1023.75
19457	135.5
19458	236
19498	39.25
19502	-158
19533	-13.75
19576	-52.5
19704	69.75
19781	117.25
19783	254.25
19791	253
19804	5.25
19816	-7.25
19846	-217.25
19847	167.25
19848	103.25
19849	281.5
19850	277.25
19855	619.5
19935	469.5
19962	1829.25
19969	909.75
20005	164.5
20045	44
20084	471.25
20127	729.75
20163	39.25
20201	1605
20245	-52.5
20254	171.75
20284	166.5
20326	359.75
20365	288.75
20408	538
20443	-38
20485	410.5
20526	2336
20564	1796
20603	1124.5
20641	251.75
20680	112
20724	1674.25
20754	2050.25
20764	892.25
20802	2543.5
20839	2135
20873	2715.75
20908	635
20917	344.5
20946	2274.25
20984	948
21024	1197.5
21067	2053.5
21107	-311.75
21146	1201
21182	1131
21220	33.75
21258	1100.5
21297	990
21336	2184.75
21376	120.5
21413	56.75
21455	1938
21495	467.5
21534	1102.5
21574	-80.75
21612	74.5
21654	25.75
21690	-60.25
21728	60.25
21767	193
21809	12
21848	6.75
22227	35.75
22268	36.75
22304	13.75
22351	-13.75
22388	-66.25
22424	58.5
22545	-0.25
22580	33.5
22624	26.25
22915	69.75
22950	-75.75
23272	-34
23295	43.5
23311	-123.75
23332	106
23349	28.5
23387	-4036.75
23429	119
23465	269
23503	-20.25
23634	349.75
23668	49
23708	-54
23747	-29
23785	-34.75
23823	-41.75
23862	6.5
23904	134.75
23943	781
23982	20.25
24026	83.75
24050	204
24067	191.25
24089	-18
24105	58.5
24149	143.5
24160	62
24193	26.75
24232	251.75
24266	-91.25
24300	-144.25
24344	-27.5
24365	111.5
24383	35
24424	173
24458	570.75
24477	135.75
24492	17.25
24521	-18.75
24526	-36
24562	36.75
24602	32.75
24641	149.5
24682	88.75
24720	79
24916	85.75
24954	-45
24996	-3.5
25050	-35.25
25089	219.5
25130	198.75
25173	-37.5
25212	-4
25246	40.5
25323	118
25364	139.5
25408	235
25447	312
25832	-27.75
25872	120.25
25906	210.75
25946	-102.25
25986	132
26025	139.5
26067	20.75
26103	-37.5
26140	169.25
26177	146.25
26216	-43.5
26255	18
26295	291
26333	-35
26375	306
26412	-26.25
26450	-65.5
26485	26.75
26527	155.75
26563	87
26601	175.5
26637	-381.25
26788	241
26823	73.75
26864	-28.75
26899	176
26935	167.75
26971	-16
27006	-41.25
27043	-100.25
27079	339.5
27120	225
27158	113.75
27197	579.5
27234	440.75
27271	200.75
27315	2339.25
27357	177
27392	311
27427	61.75
27466	4814
27505	499.5
27548	31.5
27591	344.5
27631	428
27674	89.5
27718	72.75
27753	169
27772	643.25
27792	94.25
27829	158.5
27868	570.25
27902	191.25
27911	754
